	PSSM-Id	CD accession	CD short name	CD description	PSSM-Length
43771	395182	pfam00238	Ribosomal_L14	Ribosomal protein L14p/L23e. 	119
43784	395194	pfam00252	Ribosomal_L16	Ribosomal protein L16p/L10e. 	132
43785	395195	pfam00253	Ribosomal_S14	Ribosomal protein S14p/S29e. This family includes both ribosomal S14 from prokaryotes and S29 from eukaryotes.	54
43806	395214	pfam00276	Ribosomal_L23	Ribosomal protein L23. 	85
43810	395218	pfam00281	Ribosomal_L5	Ribosomal protein L5. 	56
43826	395233	pfam00297	Ribosomal_L3	Ribosomal protein L3. 	369
43827	395234	pfam00298	Ribosomal_L11	Ribosomal protein L11, RNA binding domain. 	69
43841	395247	pfam00312	Ribosomal_S15	Ribosomal protein S15. 	76
43846	395251	pfam00318	Ribosomal_S2	Ribosomal protein S2. 	216
43855	395258	pfam00327	Ribosomal_L30	Ribosomal protein L30p/L7e. This family includes prokaryotic L30 and eukaryotic L7.	51
43861	395263	pfam00333	Ribosomal_S5	Ribosomal protein S5, N-terminal domain. 	65
43866	395267	pfam00338	Ribosomal_S10	Ribosomal protein S10p/S20e. This family includes small ribosomal subunit S10 from prokaryotes and S20 from eukaryotes.	98
43875	395276	pfam00347	Ribosomal_L6	Ribosomal protein L6. 	78
43894	395292	pfam00366	Ribosomal_S17	Ribosomal protein S17. 	68
43906	395304	pfam00380	Ribosomal_S9	Ribosomal protein S9/S16. This family includes small ribosomal subunit S9 from prokaryotes and S16 from eukaryotes.	121
43935	395332	pfam00410	Ribosomal_S8	Ribosomal protein S8. 	127
43936	306838	pfam00411	Ribosomal_S11	Ribosomal protein S11. 	109
43941	395336	pfam00416	Ribosomal_S13	Ribosomal protein S13/S18. This family includes ribosomal protein S13 from prokaryotes and S18 from eukaryotes.	108
43951	395344	pfam00428	Ribosomal_60s	60s Acidic ribosomal protein. This family includes archaebacterial L12, eukaryotic P0, P1 and P2.	87
43966	395356	pfam00444	Ribosomal_L36	Ribosomal protein L36. 	38
43975	395363	pfam00453	Ribosomal_L20	Ribosomal protein L20. 	104
43987	395374	pfam00466	Ribosomal_L10	Ribosomal protein L10. 	99
43989	395376	pfam00468	Ribosomal_L34	Ribosomal protein L34. 	42
43991	395377	pfam00471	Ribosomal_L33	Ribosomal protein L33. 	46
44060	395430	pfam00542	Ribosomal_L12	Ribosomal protein L7/L12 C-terminal domain. 	67
44089	395454	pfam00572	Ribosomal_L13	Ribosomal protein L13. 	119
44090	395455	pfam00573	Ribosomal_L4	Ribosomal protein L4/L1 family. This family includes Ribosomal L4/L1 from eukaryotes and archaebacteria and L4 from eubacteria. L4 from yeast has been shown to bind rRNA.	190
44198	395558	pfam00687	Ribosomal_L1	Ribosomal protein L1p/L10e family. This family includes prokaryotic L1 and eukaryotic L10.	197
44332	395666	pfam00828	Ribosomal_L27A	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A. This family includes higher eukaryotic ribosomal 60S L27A, archaeal 50S L18e, prokaryotic 50S L15, fungal mitochondrial L10, plant L27A, mitochondrial L15 and chloroplast L18-3 proteins.	127
44365	395691	pfam00861	Ribosomal_L18p	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast. This family includes the large subunit ribosomal proteins from bacteria, archaea, the mitochondria and the chloroplast. It does not include the 60S L18 or L5 proteins from Metazoa.	116
44390	395714	pfam00886	Ribosomal_S16	Ribosomal protein S16. 	61
44436	395749	pfam00935	Ribosomal_L44	Ribosomal protein L44. 	76
44574	395861	pfam01084	Ribosomal_S18	Ribosomal protein S18. 	52
44579	395866	pfam01090	Ribosomal_S19e	Ribosomal protein S19e. 	137
44581	395868	pfam01092	Ribosomal_S6e	Ribosomal protein S6e. 	124
44644	395921	pfam01157	Ribosomal_L21e	Ribosomal protein L21e. 	100
44645	395922	pfam01158	Ribosomal_L36e	Ribosomal protein L36e. 	96
44646	395923	pfam01159	Ribosomal_L6e	Ribosomal protein L6e. 	109
44650	395927	pfam01165	Ribosomal_S21	Ribosomal protein S21. 	51
44677	395953	pfam01196	Ribosomal_L17	Ribosomal protein L17. 	97
44678	395954	pfam01197	Ribosomal_L31	Ribosomal protein L31. 	65
44679	395955	pfam01198	Ribosomal_L31e	Ribosomal protein L31e. 	82
44680	395956	pfam01199	Ribosomal_L34e	Ribosomal protein L34e. 	94
44681	395957	pfam01200	Ribosomal_S28e	Ribosomal protein S28e. 	64
44682	395958	pfam01201	Ribosomal_S8e	Ribosomal protein S8e. 	126
44722	395997	pfam01245	Ribosomal_L19	Ribosomal protein L19. 	108
44723	395998	pfam01246	Ribosomal_L24e	Ribosomal protein L24e. 	63
44724	395999	pfam01247	Ribosomal_L35Ae	Ribosomal protein L35Ae. 	94
44725	396000	pfam01248	Ribosomal_L7Ae	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family. This family includes: Ribosomal L7A from metazoa, Ribosomal L8-A and L8-B from fungi, 30S ribosomal protein HS6 from archaebacteria, 40S ribosomal protein S12 from eukaryotes, Ribosomal protein L30 from eukaryotes and archaebacteria. Gadd45 and MyD118.	95
44726	396001	pfam01249	Ribosomal_S21e	Ribosomal protein S21e. 	79
44727	396002	pfam01250	Ribosomal_S6	Ribosomal protein S6. 	88
44728	396003	pfam01251	Ribosomal_S7e	Ribosomal protein S7e. 	184
44756	396029	pfam01280	Ribosomal_L19e	Ribosomal protein L19e. 	143
44757	396030	pfam01281	Ribosomal_L9_N	Ribosomal protein L9, N-terminal domain. 	46
44758	396031	pfam01282	Ribosomal_S24e	Ribosomal protein S24e. 	78
44759	396032	pfam01283	Ribosomal_S26e	Ribosomal protein S26e. 	105
44770	396042	pfam01294	Ribosomal_L13e	Ribosomal protein L13e. 	180
44853	396109	pfam01386	Ribosomal_L25p	Ribosomal L25p family. Ribosomal protein L25 is an RNA binding protein, that binds 5S rRNA. This family includes Ctc from B. subtilis, which is induced by stress.	87
44941	396182	pfam01479	S4	S4 domain. The S4 domain is a small domain consisting of 60-65 amino acid residues that was detected in the bacterial ribosomal protein S4, eukaryotic ribosomal S9, two families of pseudouridine synthases, a novel family of predicted RNA methylases, a yeast protein containing a pseudouridine synthetase and a deaminase domain, bacterial tyrosyl-tRNA synthetases, and a number of uncharacterized, small proteins that may be involved in translation regulation. The S4 domain probably mediates binding to RNA.	48
45052	396259	pfam01599	Ribosomal_S27	Ribosomal protein S27a. This family of ribosomal proteins consists mainly of the 40S ribosomal protein S27a which is synthesized as a C-terminal extension of ubiquitin (CEP). The S27a domain compromises the C-terminal half of the protein. The synthesis of ribosomal proteins as extensions of ubiquitin promotes their incorporation into nascent ribosomes by a transient metabolic stabilisation and is required for efficient ribosome biogenesis. The ribosomal extension protein S27a contains a basic region that is proposed to form a zinc finger; its fusion gene is proposed as a mechanism to maintain a fixed ratio between ubiquitin necessary for degrading proteins and ribosomes a source of proteins.	43
45079	396277	pfam01632	Ribosomal_L35p	Ribosomal protein L35. 	60
45095	396289	pfam01649	Ribosomal_S20p	Ribosomal protein S20. Bacterial ribosomal protein S20 interacts with 16S rRNA.	76
45100	396294	pfam01655	Ribosomal_L32e	Ribosomal protein L32. This family includes ribosomal protein L32 from eukaryotes and archaebacteria.	108
45111	279935	pfam01667	Ribosomal_S27e	Ribosomal protein S27. 	55
45208	396369	pfam01775	Ribosomal_L18A	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A. This family includes: archaeal 50S ribosomal protein L18Ae, often referred to as L20e or LX; fungal 60S ribosomal protein L20; and higher eukaryote 60S ribosomal protein L18A.	60
45213	396374	pfam01780	Ribosomal_L37ae	Ribosomal L37ae protein family. This ribosomal protein is found in archaebacteria and eukaryotes. It contains four conserved cysteine residues that may bind to zinc.	85
45328	396473	pfam01907	Ribosomal_L37e	Ribosomal protein L37e. This family includes ribosomal protein L37 from eukaryotes and archaebacteria. The family contains many conserved cysteines and histidines suggesting that this protein may bind to zinc.	53
45347	396491	pfam01929	Ribosomal_L14e	Ribosomal protein L14. This family includes the eukaryotic ribosomal protein L14.	75
45842	396854	pfam02482	Ribosomal_S30AE	Sigma 54 modulation protein / S30EA ribosomal protein. This Pfam family contains the sigma-54 modulation protein family and the S30AE family of ribosomal proteins which includes the light- repressed protein (lrtA).	92
46576	397404	pfam03297	Ribosomal_S25	S25 ribosomal protein. 	100
46971	397675	pfam03719	Ribosomal_S5_C	Ribosomal protein S5, C-terminal domain. 	66
47113	397788	pfam03868	Ribosomal_L6e_N	Ribosomal protein L6, N-terminal domain. 	60
47179	397845	pfam03939	Ribosomal_L23eN	Ribosomal protein L23, N-terminal domain. The N-terminal domain appears to be specific to the eukaryotic ribosomal proteins L25, L23, and L23a.	50
47186	397851	pfam03946	Ribosomal_L11_N	Ribosomal protein L11, N-terminal domain. The N-terminal domain of Ribosomal protein L11 adopts an alpha/beta fold and is followed by the RNA binding C-terminal domain.	65
47187	397852	pfam03947	Ribosomal_L2_C	Ribosomal Proteins L2, C-terminal domain. 	123
47188	397853	pfam03948	Ribosomal_L9_C	Ribosomal protein L9, C-terminal domain. 	86
47938	398432	pfam04758	Ribosomal_S30	Ribosomal protein S30. 	58
48017	398487	pfam04839	PSRP-3_Ycf65	Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65). This small acidic protein is found in 30S ribosomal subunit of cyanobacteria and plant plastids. In plants it has been named plastid-specific ribosomal protein 3 (PSRP-3), and in cyanobacteria it is named Ycf65. Plastid-specific ribosomal proteins may mediate the effects of nuclear factors on plastid translation. The acidic PSRPs are thought to contribute to protein-protein interactions in the 30S subunit, and are not thought to bind RNA.	47
48207	398637	pfam05046	Img2	Mitochondrial large subunit ribosomal protein (Img2). This family of proteins have been identified as part of the mitochondrial large ribosomal subunit in yeast.	82
48208	368263	pfam05047	L51_S25_CI-B8	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain. The proteins in this family are located in the mitochondrion. The family includes ribosomal protein L51, and S25. This family also includes mitochondrial NADH-ubiquinone oxidoreductase B8 subunit (CI-B8) EC:1.6.5.3. It is not known whether all members of this family form part of the NADH-ubiquinone oxidoreductase and whether they are also all ribosomal proteins. Structurally related to thioredoxin-fold.	51
48317	398706	pfam05162	Ribosomal_L41	Ribosomal protein L41. 	24
48460	283074	pfam05316	VAR1	Mitochondrial ribosomal protein (VAR1). This family consists of the yeast mitochondrial ribosomal proteins VAR1. Mitochondria possess their own ribosomes responsible for the synthesis of a small number of proteins encoded by the mitochondrial genome. In yeast the two ribosomal RNAs and a single ribosomal protein, VAR1, are products of mitochondrial genes, and the remaining approximately 80 ribosomal proteins are encoded in the nucleus. VAR1 along with 15S rRNA are necessary for the formation of mature 37S subunits.	337
49962	369158	pfam06984	MRP-L47	Mitochondrial 39-S ribosomal protein L47 (MRP-L47). This family represents the N-terminal region (approximately 8 residues) of the eukaryotic mitochondrial 39-S ribosomal protein L47 (MRP-L47). Mitochondrial ribosomal proteins (MRPs) are the counterparts of the cytoplasmic ribosomal proteins, in that they fulfil similar functions in protein biosynthesis. However, they are distinct in number, features and primary structure.	86
50106	399848	pfam07147	PDCD9	Mitochondrial 28S ribosomal protein S30 (PDCD9). This family consists of several eukaryotic mitochondrial 28S ribosomal protein S30 (or programmed cell death protein 9 PDCD9) sequences. The exact function of this family is unknown although it is known to be a component of the mitochondrial ribosome and a component in cellular apoptotic signaling pathways.	441
51037	311863	pfam08136	Ribosomal_S22	30S ribosomal protein subunit S22 family. This family consists of the 30S ribosomal proteins subunit S22 polypeptides. This polypeptide is 47 amino acids in length and has a molecular weight of about 5 kDa. The S22 subunit is a component of the stationary-phase-specific ribosomal protein and is assembled in the ribosomal particles in the stationary phase. This subunit along with other stationary-phase-specific ribosomal proteins result in compositional changes of ribosomes during the stationary phase. The significance of this change is not clear as yet.	44
51439	400738	pfam08561	Ribosomal_L37	Mitochondrial ribosomal protein L37. This family includes yeast MRPL37 a mitochondrial ribosomal protein.	88
52598	401650	pfam09776	Mitoc_L55	Mitochondrial ribosomal protein L55. Members of this family are involved in mitochondrial biogenesis and G2/M phase cell cycle progression. They form a component of the mitochondrial ribosome large subunit (39S) which comprises a 16S rRNA and about 50 distinct proteins.	115
52605	401656	pfam09784	L31	Mitochondrial ribosomal protein L31. This is a family of mitochondrial ribosomal proteins. L31 is essential for mitochondrial function in yeast.	102
52629	286847	pfam09809	MRP-L27	Mitochondrial ribosomal protein L27. Members of this family of proteins are components of the mitochondrial ribosome large subunit. They are also involved in apoptosis and cell cycle regulation.	97
52632	401680	pfam09812	MRP-L28	Mitochondrial ribosomal protein L28. Members of this family are components of the mitochondrial large ribosomal subunit. Mature mitochondrial ribosomes consist of a small (37S) and a large (54S) subunit. The 37S subunit contains at least 33 different proteins and 1 molecule of RNA (15S). The 54S subunit contains at least 45 different proteins and 1 molecule of RNA (21S).	157
52839	401865	pfam10037	MRP-S27	Mitochondrial 28S ribosomal protein S27. Members of this family of small ribosomal proteins possess one of three conserved blocks of sequence found in proteins that stimulate the dissociation of guanine nucleotides from G-proteins, leaving open the possibility that MRP-S27 might be a functional partner of GTP-binding ribosomal proteins.	391
52999	402008	pfam10210	MRP-S32	Mitochondrial 28S ribosomal protein S32. This entry is of a family of short, approximately 100 amino acid residues, proteins which are mitochondrial 28S ribosomal proteins named as MRP-S32. Their exact function could not be confirmed.	92
53032	402036	pfam10245	MRP-S22	Mitochondrial 28S ribosomal protein S22. This is the conserved N-terminus and central portion of the mitochondrial small subunit 28S ribosomal protein S22. Mammalian mitochondria carry out the synthesis of 13 polypeptides that are essential for oxidative phosphorylation and, hence, for the synthesis of the majority of the ATP used by eukaryotic organisms. The number of proteins produced by prokaryotes is smaller, reflected in the lower number of ribosomal proteins present in them.	241
53033	402037	pfam10246	MRP-S35	Mitochondrial ribosomal protein MRP-S35. This is a family of short mitochondrial ribosomal proteins, less than 200 amino acids long. that are highly conserved from worms to humans. The structure has previously been referred to as MRP-S18 but the current numbering fits the preferred nomenclature from these authors.	105
53257	402213	pfam10484	MRP-S23	Mitochondrial ribosomal protein S23. MRP-S23 is one of the proteins that makes up the 55S ribosome in eukaryotes from nematodes to humans. It does not appear to carry any common motifs, either RNA binding or ribosomal protein motifs. All of the mammalian MRPs are encoded in nuclear genes that are evolving more rapidly than those encoding cytoplasmic ribosomal proteins. The MRPs are imported into mitochondria where they assemble coordinately with mitochondrially transcribed rRNAs into ribosomes that are responsible for translating the 13 mRNAs for essential proteins of the oxidative phosphorylation system. MRP-S23 is significantly up-regulated in uterine cancer cells.	124
53271	402226	pfam10501	Ribosomal_L50	Ribosomal subunit 39S. The 39S ribosomal protein appears to be a subunit of one of the larger mitochondrial 66S or 70S units. Under conditions of ethanol-stress in rats the larger subunit is largely dissociated into its smaller components. In E. coli, in the absence of the enzyme pseudouridine synthase (RluD) synthase, there is an accumulation of 50S and 30S subunits and the appearance of abnormal particles (62S and 39S), with concomitant loss of 70S ribosomes.	109
53528	402420	pfam10780	MRP_L53	39S ribosomal protein L53/MRP-L53. MRP-L53 is also known as Mrp144. It is part of the 39S ribosome.	52
53677	402493	pfam10937	S36_mt	Ribosomal protein S36, mitochondrial. This entry is represented by a mitochondrial ribosomal protein of the small subunit, which has similarity to human mitochondrial ribosomal protein MRP-S36.	116
54423	403037	pfam11709	Mit_ribos_Mrp51	Mitochondrial ribosomal protein subunit. This family is the mitochondrial ribosomal small-subunit protein Mrp51. Its function is not entirely clear, but deletion of the MRP51 gene completely blocked mitochondrial gene expression.	355
54502	371725	pfam11788	MRP-L46	39S mitochondrial ribosomal protein L46. This is the L46 subunit of the mammalian mitochondrial ribosome, conserved from plants and fungi.	115
55519	403891	pfam12824	MRP-L20	Mitochondrial ribosomal protein subunit L20. This family is the essential mitochondrial ribosomal protein subunit L20 of fungi.	165
55958	404203	pfam13275	S4_2	S4 domain. The S4 domain is a small domain consisting of 60-65 amino acid residues that was detected in the bacterial ribosomal protein S4.	65
56403	404606	pfam13741	MRP-S25	Mitochondrial ribosomal protein S25. This is the family of fungal 37S mitochondrial ribosomal S25 proteins.	221
57018	405123	pfam14374	Ribos_L4_asso_C	60S ribosomal protein L4 C-terminal domain. This family is found at the very C-terminal of 60 ribosomal L4 proteins.	74
57330	405393	pfam14693	Ribosomal_TL5_C	Ribosomal protein TL5, C-terminal domain. This family contains the C-terminal domain of ribosomal protein TL5. The N-terminal domain, which binds to 5S rRNA, is contained in family Ribosomal_L25p, pfam01386. Full length (N- and C-terminal domain) homologs of TL5 are also known as CTC proteins. TL5 or CTC are not found in Eukarya or Archaea. In some Bacteria, including E. coli, this ribosomal subunit occurs as a single domain protein (named Ribosomal subunit L25), where the only domain is homologous to TL5 N-terminal domain (hence included in family pfam01386). The function of the C-terminal domain of TLC is at present unknown.	84
58055	406004	pfam15433	MRP-S31	Mitochondrial 28S ribosomal protein S31. MRP-S31 is the mitochondrial 28S ribosomal subunit S31. This family of proteins is found in eukaryotes. Proteins in this family are typically between 246 and 395 amino acids in length. There are two conserved sequence motifs: RHFMELV and GLSKN.	301
58661	406457	pfam16053	MRP-S34	Mitochondrial 28S ribosomal protein S34. 	128
58729	406511	pfam16121	40S_S4_C	40S ribosomal protein S4 C-terminus. This domain is found at the C-terminus of 40S ribosomal protein S4.	48
58730	406512	pfam16122	40S_SA_C	40S ribosomal protein SA C-terminus. This domain is found at the C-terminus of 40S ribosomal protein SA.	96
58925	406671	pfam16320	Ribosomal_L12_N	Ribosomal protein L7/L12 dimerization domain. This is the N-terminal dimerization domain of ribosomal protein L7/L12.	48
58926	406672	pfam16321	Ribosom_S30AE_C	Sigma 54 modulation/S30EA ribosomal protein C-terminus. This domain often occurs at the C-terminus of proteins containing pfam02482.	53
59497	407140	pfam16906	Ribosomal_L26	Ribosomal proteins L26 eukaryotic, L24P archaeal. Ribosomal_L26 is a family of the 50S and the 60S ribosomal proteins from eukaryotes - L26 - and archaea - L25.	114
59656	293672	pfam17067	RPS31	Ribosomal protein S31e. RPS31, Ubi3 precursor, which is part of mature 60S and 40S ribosomal subunits. It seems that linear ubiquitin fusion to Rps31 and its subsequent cleavage are required for the efficient production and functional integrity of 40S ribosomal subunits.	99
59659	319115	pfam17070	Thx	30S ribosomal protein Thx. Thx forms part of the 30S ribosomal subunit. It fits into a cavity between multiple RNA elements in the top of the 30S subunit head and stabilizes the organisation of these elements.	27
59724	407269	pfam17135	Ribosomal_L18	Ribosomal protein 60S L18 and 50S L18e. This is a family of ribosomal proteins, 60S L18 from eukaryotes and 50S L18e from Archaea.	184
59725	407270	pfam17136	ribosomal_L24	Ribosomal proteins 50S L24/mitochondrial 39S L24. This is the family of bacterial 50S ribosomal subunit proteins L24. It also carries some mitochondrial 39S L24 proteins.	60
60073	407518	pfam17487	RPS12	Ribosomal protein S12. This is a family of unknown function. Family members are ribosomal proteins found in the mitochondria (RPS12). Homologus RPS12 proteins in bacterial ribosoms participate in stabilizing the second base pair of the codon-anticodon duplex in the A site and is likely to be critical for the fidelity of decoding process. A similar role can be anticipated for this protein in mitochondrial ribosomes. This has been shown where the product of edited RPS12 mRNA translation represented a component of the mitoribosome's small subunit.	87
60361	407649	pfam17777	RL10P_insert	Insertion domain in 60S ribosomal protein L10P. This domain is found in prokaryotic and archaeal ribosomal L10 protein.	71
60526	407791	pfam17942	Morc6_S5	Morc6 ribosomal protein S5 domain 2-like. This domain is found in MORC6 proteins in eukaryotes. Arabidopsis microrchidia (MORC) ATPase family proteins are conserved among plants and animals and are involved in transcriptional silencing. In Arabidopsis, MORC6/DMS11 was reported to function in the condensation of pericentromeric heterochromatin, thereby facilitating transcriptional silencing. Further studies demonstrate that MORC6 and its homologs MORC1 and MORC2 form a complex which associates with SUVH9, required for Pol V occupancy in the RdDM (RNA-directed DNA methylation) pathway.	139
60710	407959	pfam18126	Mitoc_mL59	Mitochondrial ribosomal protein mL59. This domain is a protein found in mitochondrial ribosome 54S large sub unit present in species such as Saccharomyces cerevisiae. The domain used to be referred to as MRP25 but is now called mL59 protein. mL59 is known to partially stabilize a change in the rRNA path prior to helix 82-ES1 ultimately leading to the stabilization of the phosphate backbone of the tRNA acceptor stem. It is worth noting that the domain is encoded in the nucleus and imported from the cytoplasm.	129
61054	408264	pfam18471	Ribosomal_L27_C	Ribosomal L27 protein C-terminal domain. This is the C-terminal domain of 54S ribosomal protein L2 (also known as Mitochondrial large ribosomal subunit protein bL27m). bL27 C-terminal region interacts with an expansion segment of 21S rRNA to form part of the central protuberance.	240
61085	408295	pfam18502	Mrpl_C	54S ribosomal protein L8 C-terminal domain. This is the C-terminal domain of mitochondrial 54S ribosomal protein L8.	111
61282	408476	pfam18699	MRPL52	Mitoribosomal protein mL52. Members of this family include the mamalian mitoribosomal proteins mL52 which is found in the 39S subunit. The mL52 has no homologues in yeast.	91
62413	197819	smart00649	RL11	Ribosomal protein L11/L12. 	132
62664	197984	smart00916	L51_S25_CI-B8	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain. Proteins containing this domain are located in the mitochondrion and include ribosomal protein L51, and S25. This domain is also found in mitochondrial NADH-ubiquinone oxidoreductase B8 subunit (CI-B8) . It is not known whether all members of this family form part of the NADH-ubiquinone oxidoreductase and whether they are also all ribosomal proteins.	70
